,best_categ
2590,1
2606,1
2618,1
2622,1
2638,1
2654,1
2666,1
2670,1
2682,1
2686,1
2702,1
2718,1
2730,1
2734,1
2746,1
2750,1
2766,1
2782,1
2794,1
2798,1
2810,1
2814,1
2818,1
2822,1
2826,1
2827,1
2834,1
2838,1
2842,1
2843,1
2850,1
2859,1
2875,1
2882,1
2886,1
2890,1
2891,1
2898,1
2902,1
2906,1
2907,1
2914,1
2923,1
2930,1
2939,1
2946,1
2950,1
2954,1
2955,1
2962,1
2966,1
2970,1
2971,1
2978,1
2982,1
2987,1
2994,1
3003,1
3010,1
3018,1
3019,1
3026,1
3030,1
3034,1
3035,1
3042,1
3046,1
3051,1
3058,1
3067,1
3102,1
3118,1
3122,1
3166,1
3182,1
3230,1
3262,1
3294,1
3314,1
3326,1
3350,1
3366,1
3414,1
3426,1
3438,1
3442,1
3446,1
3470,1
3494,1
3514,1
3542,1
3554,1
3562,1
3586,1
3590,1
3598,1
3606,1
3610,1
3614,1
3638,1
3650,1
3654,1
3662,1
3666,1
3674,1
3702,1
3718,1
3722,1
3726,1
3730,1
3738,1
3766,1
3778,1
3782,1
3786,1
3790,1
3806,1
3834,1
3842,1
3846,1
3850,1
3854,1
3862,1
3866,1
3870,1
3874,1
3886,1
3894,1
3898,1
3902,1
3906,1
3910,1
3914,1
3918,1
3922,1
3926,1
3930,1
3934,1
3946,1
3950,1
3962,1
3966,1
3970,1
3974,1
3978,1
3990,1
3994,1
3998,1
4010,1
4014,1
4026,1
4030,1
4034,1
4038,1
4042,1
4050,1
4054,1
4058,1
4062,1
4070,1
4074,1
4078,1
4086,1
4090,1
4094,1
4106,1
4118,1
4122,1
4130,1
4142,1
4146,1
4170,1
4186,1
4194,1
4210,1
4234,1
4246,1
4250,1
4258,1
4270,1
4274,1
4294,1
4298,1
4314,1
4318,1
4322,1
4334,1
4338,1
4363,1
4379,1
4390,1
4394,1
4395,1
4402,1
4406,1
4410,1
4411,1
4427,1
4434,1
4443,1
4450,1
4454,1
4458,1
4459,1
4466,1
4470,1
4474,1
4475,1
4482,1
4491,1
4507,1
4514,1
4518,1
4522,1
4523,1
4530,1
4534,1
4538,1
4539,1
4555,1
4571,1
4582,1
4586,1
4587,1
4594,1
4598,1
4602,1
4603,1
4622,1
4638,1
4642,1
4650,1
4654,1
4658,1
4666,1
4670,1
4686,1
4706,1
4718,1
4722,1
4730,1
4734,1
4750,1
4766,1
4782,1
4786,1
4794,1
4798,1
4802,1
4814,1
4830,1
4834,1
4846,1
4850,1
4858,1
4862,1
4866,1
4874,1
4878,1
4882,1
4886,1
4890,1
4898,1
4902,1
4906,1
4914,1
4922,1
4930,1
4934,1
4938,1
4946,1
4950,1
4954,1
4962,1
4970,1
4978,1
4982,1
4986,1
4994,1
4998,1
5002,1
5006,1
5010,1
5014,1
5018,1
5026,1
5030,1
5034,1
5042,1
5046,1
5050,1
5058,1
5062,1
5066,1
5070,1
5074,1
5078,1
5082,1
5090,1
5094,1
5098,1
5106,1
5110,1
5114,1
5126,1
5142,1
5146,1
5150,1
5162,1
5166,1
5178,1
5182,1
5186,1
5190,1
5194,1
5198,1
5206,1
5210,1
5214,1
5226,1
5230,1
5242,1
5246,1
5250,1
5254,1
5258,1
5270,1
5274,1
5278,1
5290,1
5294,1
5306,1
5310,1
5318,1
5322,1
5334,1
5338,1
5342,1
5354,1
5358,1
5370,1
5374,1
5382,1
5386,1
5390,1
5394,1
5398,1
5402,1
5406,1
5410,1
5414,1
5418,1
5422,1
5426,1
5430,1
5434,1
5438,1
5450,1
5454,1
5458,1
5462,1
5466,1
5470,1
5474,1
5478,1
5482,1
5486,1
5490,1
5494,1
5498,1
5518,1
5522,1
5526,1
5530,1
5534,1
5538,1
5542,1
5546,1
5550,1
5554,1
5558,1
5562,1
5566,1
5578,1
5582,1
5590,1
5594,1
5598,1
5602,1
5606,1
5610,1
5614,1
5618,1
5622,1
5626,1
5630,1
5634,1
5650,1
5654,1
5666,1
5670,1
5682,1
5686,1
5694,1
5698,1
5714,1
5718,1
5730,1
5734,1
5746,1
5750,1
5758,1
5762,1
5778,1
5782,1
5794,1
5798,1
5810,1
5814,1
5822,1
5826,1
5842,1
5846,1
5858,1
5862,1
5874,1
5878,1
5886,1
5894,1
5898,1
5899,1
5906,1
5910,1
5914,1
5915,1
5922,1
5926,1
5930,1
5931,1
5938,1
5942,1
5946,1
5947,1
5958,1
5962,1
5963,1
5970,1
5974,1
5978,1
5979,1
5986,1
5990,1
5994,1
5995,1
6002,1
6006,1
6010,1
6011,1
6022,1
6026,1
6027,1
6034,1
6038,1
6042,1
6043,1
6050,1
6054,1
6058,1
6059,1
6066,1
6070,1
6074,1
6075,1
6086,1
6090,1
6091,1
6098,1
6102,1
6106,1
6107,1
6114,1
6118,1
6122,1
6123,1
6130,1
6134,1
6138,1
6139,1
6146,1
6154,1
6158,1
6162,1
6166,1
6170,1
6174,1
6178,1
6182,1
6186,1
6190,1
6198,1
6210,1
6214,1
6218,1
6226,1
6230,1
6234,1
6238,1
6246,1
6254,1
6258,1
6262,1
6274,1
6278,1
6282,1
6286,1
6290,1
6302,1
6314,1
6326,1
6338,1
6342,1
6346,1
6382,1
6402,1
6410,1
6414,1
6418,1
6426,1
6430,1
6438,1
6442,1
6446,1
6466,1
6470,1
6474,1
6478,1
6482,1
6486,1
6490,1
6494,1
6502,1
6506,1
6510,1
6530,1
6534,1
6538,1
6542,1
6546,1
6550,1
6554,1
6566,1
6570,1
6574,1
6598,1
6602,1
6606,1
6610,1
6614,1
6618,1
6622,1
6626,1
6630,1
6634,1
6638,1
6658,1
6662,1
6670,1
6674,1
6682,1
6690,1
6694,1
6698,1
6702,1
6718,1
6722,1
6726,1
6734,1
6738,1
6742,1
6754,1
6758,1
6766,1
6778,1
6786,1
6790,1
6794,1
6798,1
6806,1
6810,1
6818,1
6822,1
6842,1
6846,1
6850,1
6854,1
6858,1
6862,1
6870,1
6874,1
6878,1
6882,1
6886,1
6890,1
6894,1
6906,1
6914,1
6918,1
6922,1
6926,1
6930,1
6934,1
6938,1
6942,1
6946,1
6954,1
6958,1
6962,1
6966,1
6970,1
6974,1
6978,1
6982,1
6986,1
6990,1
6994,1
6998,1
7002,1
7006,1
7010,1
7014,1
7018,1
7022,1
7026,1
7030,1
7034,1
7038,1
7042,1
7046,1
7050,1
7054,1
7058,1
7062,1
7066,1
7070,1
7074,1
7078,1
7086,1
7090,1
7094,1
7098,1
7102,1
7106,1
7110,1
7114,1
7118,1
7122,1
7126,1
7130,1
7134,1
7142,1
7146,1
7150,1
7154,1
7158,1
7162,1
7166,1
7170,1
7174,1
7182,1
7186,1
7202,1
7206,1
7210,1
7218,1
7222,1
7234,1
7238,1
7246,1
7250,1
7254,1
7258,1
7262,1
7266,1
7270,1
7274,1
7282,1
7286,1
7298,1
7302,1
7310,1
7314,1
7318,1
7326,1
7330,1
7334,1
7338,1
7342,1
7346,1
7350,1
7362,1
7366,1
7374,1
7378,1
7390,1
7402,1
7406,1
7414,1
7426,1
7430,1
7434,1
7435,1
7450,1
7451,1
7462,1
7466,1
7467,1
7482,1
7483,1
7490,1
7494,1
7498,1
7499,1
7510,1
7514,1
7515,1
7530,1
7531,1
7546,1
7547,1
7554,1
7558,1
7562,1
7563,1
7570,1
7578,1
7579,1
7594,1
7595,1
7611,1
7618,1
7622,1
7626,1
7627,1
7634,1
7638,1
7642,1
7643,1
7658,1
7659,1
7675,1
7786,1
7850,1
7902,1
7906,1
8110,1
8174,1
8270,1
8290,1
8334,1
8354,1
8358,1
8450,1
8454,1
8514,1
8518,1
8578,1
8582,1
8971,1
8987,1
9003,1
9035,1
9051,1
9066,1
9067,1
9099,1
9115,1
9130,1
9131,1
9163,1
9178,1
9179,1
9194,1
9195,1
9250,1
9254,1
9258,1
9262,1
9270,1
9274,1
9314,1
9322,1
9326,1
9342,1
9362,1
9378,1
9382,1
9386,1
9390,1
9398,1
9402,1
9406,1
9442,1
9446,1
9450,1
9454,1
9482,1
9522,1
9558,1
9570,1
9586,1
9634,1
9650,1
9698,1
9714,1
9718,1
9754,1
9758,1
9770,1
9790,1
9810,1
9818,1
9838,1
9854,1
9898,1
9918,1
9950,1
9966,1
9982,1
10002,1
10026,1
10066,1
10070,1
10118,1
10122,1
10130,1
10134,1
10138,1
10194,1
10198,1
10202,1
10206,1
10210,1
10222,1
10290,1
10298,1
10318,1
10346,1
10358,1
10362,1
10382,1
10410,1
10422,1
10426,1
10474,1
10486,1
10490,1
10498,1
10507,1
10522,1
10523,1
10534,1
10538,1
10539,1
10546,1
10550,1
10554,1
10555,1
10562,1
10566,1
10570,1
10571,1
10586,1
10587,1
10598,1
10602,1
10603,1
10610,1
10614,1
10618,1
10619,1
10626,1
10634,1
10635,1
10650,1
10651,1
10662,1
10666,1
10667,1
10674,1
10678,1
10682,1
10683,1
10698,1
10699,1
10714,1
10715,1
10726,1
10730,1
10731,1
10738,1
10742,1
10746,1
10747,1
10822,1
10886,1
11274,1
11278,1
11286,1
11290,1
11294,1
11302,1
11306,1
11310,1
11314,1
11318,1
11322,1
11326,1
11334,1
11338,1
11342,1
11350,1
11354,1
11358,1
11366,1
11370,1
11374,1
11378,1
11382,1
11386,1
11390,1
11402,1
11406,1
11414,1
11418,1
11422,1
11430,1
11434,1
11438,1
11446,1
11450,1
11454,1
11466,1
11470,1
11478,1
11482,1
11486,1
11494,1
11498,1
11502,1
11506,1
11510,1
11518,1
11522,1
11526,1
11538,1
11542,1
11554,1
11558,1
11570,1
11574,1
11578,1
11586,1
11590,1
11602,1
11606,1
11618,1
11622,1
11634,1
11638,1
11642,1
11650,1
11654,1
11666,1
11670,1
11682,1
11686,1
11698,1
11702,1
11706,1
11714,1
11718,1
11730,1
11734,1
11746,1
11750,1
11762,1
11766,1
11770,1
11778,1
11790,1
11806,1
11818,1
11822,1
11834,1
11838,1
11854,1
11870,1
11886,1
11898,1
11902,1
11906,1
11910,1
11918,1
11934,1
11950,1
11962,1
11966,1
11982,1
11998,1
12010,1
12014,1
12022,1
12030,1
12042,1
12043,1
12050,1
12054,1
12058,1
12059,1
12066,1
12070,1
12075,1
12082,1
12091,1
12102,1
12106,1
12107,1
12114,1
12118,1
12122,1
12123,1
12130,1
12134,1
12139,1
12146,1
12155,1
12162,1
12166,1
12170,1
12171,1
12178,1
12182,1
12187,1
12194,1
12198,1
12203,1
12210,1
12219,1
12226,1
12234,1
12235,1
12242,1
12250,1
12251,1
12258,1
12262,1
12267,1
12274,1
12283,1
12318,1
12350,1
12382,1
12414,1
12446,1
12466,1
12510,1
12542,1
12566,1
12578,1
12622,1
12630,1
12646,1
12650,1
12666,1
12686,1
12694,1
12710,1
12726,1
12750,1
12766,1
12774,1
12782,1
12786,1
12790,1
12802,1
12814,1
12838,1
12854,1
12866,1
12878,1
12918,1
12930,1
12938,1
12942,1
12962,1
12966,1
12982,1
12990,1
13030,1
13054,1
13058,1
13062,1
13066,1
13070,1
13078,1
13082,1
13094,1
13098,1
13102,1
13110,1
13114,1
13118,1
13122,1
13126,1
13130,1
13142,1
13162,1
13166,1
13170,1
13174,1
13178,1
13182,1
13186,1
13190,1
13194,1
13210,1
13214,1
13230,1
13234,1
13238,1
13242,1
13246,1
13250,1
13254,1
13258,1
13270,1
13274,1
13278,1
13290,1
13294,1
13298,1
13306,1
13310,1
13322,1
13338,1
13346,1
13362,1
13386,1
13390,1
13398,1
13410,1
13426,1
13446,1
13454,1
13474,1
13490,1
13526,1
13538,1
13554,1
13579,1
13595,1
13606,1
13610,1
13611,1
13618,1
13622,1
13626,1
13627,1
13643,1
13650,1
13659,1
13670,1
13674,1
13675,1
13682,1
13686,1
13690,1
13691,1
13698,1
13707,1
13714,1
13723,1
13734,1
13738,1
13739,1
13746,1
13750,1
13754,1
13755,1
13762,1
13771,1
13778,1
13787,1
13802,1
13803,1
13810,1
13814,1
13818,1
13819,1
13838,1
13854,1
13858,1
13866,1
13870,1
13874,1
13882,1
13886,1
13902,1
13918,1
13922,1
13934,1
13938,1
13946,1
13950,1
13954,1
13966,1
13982,1
13986,1
13994,1
13998,1
14002,1
14010,1
14014,1
14030,1
14046,1
14050,1
14058,1
14062,1
14066,1
14074,1
14078,1
14082,1
14086,1
14090,1
14094,1
14098,1
14102,1
14106,1
14114,1
14118,1
14122,1
14130,1
14134,1
14138,1
14142,1
14146,1
14154,1
14158,1
14162,1
14166,1
14170,1
14178,1
14182,1
14186,1
14194,1
14198,1
14202,1
14210,1
14214,1
14218,1
14222,1
14226,1
14230,1
14234,1
14242,1
14246,1
14250,1
14258,1
14262,1
14266,1
14278,1
14282,1
14286,1
14290,1
14298,1
14306,1
14310,1
14314,1
14322,1
14326,1
14330,1
14334,1
14342,1
14346,1
14362,1
14366,1
14378,1
14382,1
14394,1
14398,1
14402,1
14406,1
14410,1
14422,1
14426,1
14430,1
14442,1
14446,1
14458,1
14462,1
14470,1
14474,1
14478,1
14490,1
14494,1
14506,1
14510,1
14522,1
14526,1
14534,1
14554,1
14558,1
14570,1
14574,1
14586,1
14590,1
14594,1
14602,1
14606,1
14610,1
14614,1
14618,1
14622,1
14626,1
14630,1
14634,1
14638,1
14642,1
14646,1
14650,1
14654,1
14658,1
14666,1
14670,1
14678,1
14682,1
14686,1
14690,1
14694,1
14698,1
14702,1
14706,1
14710,1
14714,1
14718,1
14722,1
14726,1
14730,1
14734,1
14738,1
14742,1
14746,1
14750,1
14754,1
14758,1
14762,1
14766,1
14770,1
14774,1
14778,1
14782,1
14786,1
14790,1
14794,1
14798,1
14802,1
14806,1
14810,1
14814,1
14818,1
14822,1
14826,1
14830,1
14834,1
14838,1
14842,1
14846,1
14850,1
14866,1
14870,1
14882,1
14886,1
14898,1
14902,1
14910,1
14914,1
14930,1
14934,1
14946,1
14950,1
14962,1
14966,1
14974,1
14978,1
14994,1
14998,1
15010,1
15014,1
15030,1
15038,1
15042,1
15058,1
15062,1
15074,1
15078,1
15090,1
15094,1
15102,1
15110,1
15114,1
15115,1
15122,1
15126,1
15130,1
15131,1
15138,1
15142,1
15146,1
15147,1
15154,1
15158,1
15162,1
15163,1
15170,1
15174,1
15178,1
15179,1
15186,1
15190,1
15194,1
15195,1
15202,1
15206,1
15210,1
15211,1
15218,1
15222,1
15226,1
15227,1
15238,1
15242,1
15243,1
15250,1
15254,1
15258,1
15259,1
15266,1
15270,1
15274,1
15275,1
15282,1
15286,1
15290,1
15291,1
15302,1
15306,1
15307,1
15314,1
15318,1
15322,1
15323,1
15330,1
15334,1
15338,1
15339,1
15346,1
15350,1
15354,1
15355,1
15362,1
15366,1
15370,1
15374,1
15378,1
15394,1
15398,1
15402,1
15406,1
15426,1
15430,1
15434,1
15442,1
15446,1
15458,1
15462,1
15466,1
15478,1
15490,1
15494,1
15498,1
15502,1
15506,1
15510,1
15514,1
15518,1
15522,1
15526,1
15530,1
15534,1
15554,1
15562,1
15566,1
15578,1
15582,1
15586,1
15590,1
15598,1
15602,1
15618,1
15626,1
15630,1
15634,1
15638,1
15642,1
15650,1
15654,1
15658,1
15662,1
15682,1
15694,1
15698,1
15710,1
15714,1
15718,1
15722,1
15726,1
15750,1
15754,1
15758,1
15770,1
15782,1
15786,1
15790,1
15810,1
15814,1
15818,1
15822,1
15826,1
15834,1
15838,1
15842,1
15846,1
15850,1
15854,1
15878,1
15886,1
15894,1
15898,1
15902,1
15906,1
15910,1
15914,1
15918,1
15930,1
15934,1
15938,1
15942,1
15950,1
15954,1
15958,1
15962,1
15966,1
15970,1
15974,1
15978,1
15982,1
15994,1
15998,1
16002,1
16006,1
16014,1
16018,1
16022,1
16026,1
16030,1
16034,1
16038,1
16042,1
16058,1
16062,1
16066,1
16070,1
16078,1
16082,1
16090,1
16094,1
16098,1
16102,1
16106,1
16110,1
16130,1
16134,1
16138,1
16142,1
16146,1
16150,1
16154,1
16158,1
16162,1
16166,1
16170,1
16174,1
16186,1
16190,1
16194,1
16198,1
16202,1
16206,1
16210,1
16214,1
16218,1
16222,1
16226,1
16230,1
16234,1
16238,1
16242,1
16246,1
16250,1
16258,1
16262,1
16266,1
16270,1
16274,1
16278,1
16282,1
16286,1
16290,1
16294,1
16298,1
16302,1
16306,1
16310,1
16314,1
16318,1
16322,1
16326,1
16330,1
16334,1
16338,1
16342,1
16346,1
16350,1
16354,1
16358,1
16362,1
16366,1
16370,1
16374,1
16386,1
16390,1
16398,1
16402,1
16414,1
16418,1
16422,1
16426,1
16430,1
16434,1
16438,1
16450,1
16462,1
16466,1
16478,1
16482,1
16486,1
16490,1
16494,1
16514,1
16518,1
16526,1
16530,1
16534,1
16542,1
16546,1
16554,1
16558,1
16562,1
16574,1
16578,1
16590,1
16594,1
16602,1
16606,1
16610,1
16614,1
16618,1
16622,1
16638,1
16642,1
16646,1
16650,1
16651,1
16658,1
16662,1
16666,1
16667,1
16674,1
16678,1
16683,1
16698,1
16699,1
16706,1
16710,1
16714,1
16715,1
16726,1
16730,1
16731,1
16738,1
16742,1
16746,1
16747,1
16762,1
16763,1
16770,1
16774,1
16778,1
16779,1
16786,1
16790,1
16794,1
16795,1
16802,1
16806,1
16810,1
16811,1
16826,1
16827,1
16834,1
16838,1
16842,1
16843,1
16850,1
16854,1
16858,1
16859,1
16866,1
16870,1
16874,1
16875,1
16882,1
16890,1
16891,1
16930,1
16938,1
16942,1
17062,1
17126,1
17130,1
17134,1
17135,1
17182,1
17190,1
17262,1
17326,1
17422,1
17446,1
17486,1
17506,1
17554,1
17570,1
17574,1
17634,1
17638,1
17762,1
18187,1
18203,1
18218,1
18219,1
18251,1
18267,1
18282,1
18283,1
18315,1
18331,1
18346,1
18347,1
18379,1
18395,1
18410,1
18411,1
18450,1
18466,1
18470,1
18474,1
18478,1
18530,1
18534,1
18538,1
18542,1
18550,1
18594,1
18598,1
18602,1
18606,1
18614,1
18654,1
18658,1
18662,1
18666,1
18670,1
18678,1
18682,1
18722,1
18726,1
18738,1
18742,1
18770,1
18782,1
18786,1
18806,1
18810,1
18850,1
18898,1
18910,1
18914,1
18970,1
18974,1
18986,1
18990,1
19006,1
19026,1
19038,1
19054,1
19070,1
19090,1
19094,1
19098,1
19102,1
19118,1
19134,1
19162,1
19166,1
19178,1
19182,1
19198,1
19218,1
19234,1
19282,1
19286,1
19290,1
19346,1
19350,1
19354,1
19358,1
19362,1
19398,1
19410,1
19414,1
19418,1
19422,1
19434,1
19498,1
19510,1
19514,1
19562,1
19570,1
19574,1
19578,1
19626,1
19634,1
19642,1
19650,1
19654,1
19690,1
19706,1
19723,1
19738,1
19739,1
19750,1
19754,1
19755,1
19762,1
19766,1
19770,1
19771,1
19786,1
19787,1
19803,1
19814,1
19818,1
19819,1
19826,1
19830,1
19834,1
19835,1
19851,1
19866,1
19867,1
19878,1
19882,1
19883,1
19890,1
19894,1
19898,1
19899,1
19915,1
19930,1
19931,1
19942,1
19946,1
19947,1
19954,1
19958,1
19962,1
19963,1
20038,1
20102,1
20166,1
20478,1
20490,1
20494,1
20502,1
20506,1
20510,1
20518,1
20522,1
20526,1
20530,1
20534,1
20542,1
20554,1
20558,1
20566,1
20570,1
20574,1
20582,1
20586,1
20590,1
20594,1
20598,1
20602,1
20606,1
20618,1
20630,1
20634,1
20638,1
20646,1
20650,1
20654,1
20658,1
20662,1
20666,1
20670,1
20682,1
20686,1
20694,1
20702,1
20706,1
20710,1
20718,1
20722,1
20726,1
20730,1
20734,1
20738,1
20742,1
20754,1
20758,1
20770,1
20774,1
20786,1
20790,1
20794,1
20802,1
20806,1
20818,1
20822,1
20834,1
20838,1
20850,1
20854,1
20858,1
20866,1
20870,1
20882,1
20886,1
20898,1
20902,1
20918,1
20922,1
20930,1
20934,1
20946,1
20950,1
20962,1
20966,1
20978,1
20982,1
20986,1
21006,1
21022,1
21034,1
21038,1
21050,1
21054,1
21070,1
21086,1
21098,1
21102,1
21114,1
21118,1
21134,1
21150,1
21162,1
21166,1
21178,1
21182,1
21190,1
21198,1
21226,1
21230,1
21242,1
21246,1
21250,1
21254,1
21258,1
21259,1
21274,1
21275,1
21282,1
21286,1
21291,1
21298,1
21307,1
21318,1
21322,1
21323,1
21338,1
21339,1
21346,1
21350,1
21355,1
21362,1
21371,1
21382,1
21386,1
21387,1
21398,1
21402,1
21403,1
21410,1
21414,1
21419,1
21426,1
21435,1
21442,1
21446,1
21450,1
21451,1
21466,1
21467,1
21474,1
21478,1
21483,1
21490,1
21499,1
21534,1
21566,1
21598,1
21614,1
21618,1
21630,1
21678,1
21694,1
21742,1
21758,1
21774,1
21782,1
21798,1
21802,1
21810,1
21862,1
21866,1
21878,1
21902,1
21918,1
21926,1
21966,1
21974,1
21990,1
21994,1
22050,1
22070,1
22078,1
22086,1
22090,1
22094,1
22098,1
22114,1
22118,1
22146,1
22150,1
22162,1
22178,1
22198,1
22210,1
22214,1
22222,1
22226,1
22262,1
22270,1
22274,1
22278,1
22282,1
22294,1
22298,1
22302,1
22318,1
22322,1
22326,1
22330,1
22334,1
22342,1
22346,1
22358,1
22362,1
22382,1
22386,1
22390,1
22394,1
22398,1
22402,1
22406,1
22410,1
22422,1
22426,1
22430,1
22434,1
22442,1
22446,1
22450,1
22454,1
22458,1
22462,1
22466,1
22470,1
22474,1
22486,1
22490,1
22510,1
22514,1
22518,1
22522,1
22526,1
22538,1
22554,1
22562,1
22578,1
22602,1
22618,1
22626,1
22642,1
22690,1
22706,1
22754,1
22770,1
22786,1
22795,1
22802,1
22811,1
22822,1
22826,1
22827,1
22834,1
22838,1
22842,1
22843,1
22859,1
22866,1
22875,1
22882,1
22886,1
22890,1
22891,1
22898,1
22902,1
22906,1
22907,1
22914,1
22923,1
22930,1
22939,1
22954,1
22955,1
22962,1
22966,1
22970,1
22971,1
22978,1
22987,1
23003,1
23010,1
23014,1
23019,1
23026,1
23030,1
23034,1
23035,1
23054,1
23070,1
23074,1
23086,1
23090,1
23098,1
23102,1
23106,1
23118,1
23134,1
23138,1
23150,1
23154,1
23162,1
23166,1
23182,1
23198,1
23202,1
23210,1
23214,1
23218,1
23226,1
23230,1
23246,1
23262,1
23266,1
23278,1
23282,1
23290,1
23294,1
23306,1
23314,1
23322,1
23330,1
23334,1
23338,1
23346,1
23350,1
23354,1
23358,1
23362,1
23370,1
23374,1
23378,1
23382,1
23386,1
23394,1
23398,1
23402,1
23410,1
23414,1
23418,1
23426,1
23430,1
23434,1
23438,1
23442,1
23450,1
23458,1
23462,1
23466,1
23474,1
23478,1
23482,1
23490,1
23498,1
23502,1
23506,1
23510,1
23514,1
23522,1
23526,1
23530,1
23538,1
23542,1
23546,1
23554,1
23558,1
23562,1
23566,1
23578,1
23582,1
23594,1
23598,1
23610,1
23614,1
23642,1
23646,1
23658,1
23662,1
23678,1
23702,1
23706,1
23710,1
23722,1
23726,1
23738,1
23742,1
23750,1
23754,1
23758,1
23766,1
23770,1
23774,1
23786,1
23790,1
23802,1
23806,1
23810,1
23814,1
23818,1
23822,1
23826,1
23834,1
23838,1
23842,1
23846,1
23850,1
23854,1
23858,1
23862,1
23866,1
23870,1
23874,1
23882,1
23886,1
23890,1
23894,1
23898,1
23902,1
23906,1
23910,1
23914,1
23918,1
23922,1
23926,1
23930,1
23934,1
23942,1
23946,1
23950,1
23954,1
23962,1
23966,1
23970,1
23974,1
23978,1
23982,1
23986,1
23990,1
23994,1
23998,1
24006,1
24010,1
24014,1
24018,1
24022,1
24026,1
24030,1
24034,1
24038,1
24042,1
24046,1
24050,1
24054,1
24058,1
24062,1
24066,1
24082,1
24086,1
24098,1
24102,1
24114,1
24118,1
24126,1
24130,1
24146,1
24150,1
24162,1
24166,1
24178,1
24182,1
24190,1
24194,1
24210,1
24214,1
24226,1
24230,1
24242,1
24246,1
24254,1
24258,1
24274,1
24278,1
24290,1
24294,1
24306,1
24310,1
24318,1
24322,1
24326,1
24330,1
24331,1
24338,1
24342,1
24346,1
24347,1
24354,1
24358,1
24362,1
24363,1
24370,1
24374,1
24378,1
24379,1
24390,1
24394,1
24395,1
24402,1
24406,1
24410,1
24411,1
24418,1
24422,1
24426,1
24427,1
24434,1
24438,1
24442,1
24443,1
24454,1
24458,1
24459,1
24466,1
24470,1
24474,1
24475,1
24482,1
24486,1
24490,1
24491,1
24498,1
24502,1
24506,1
24507,1
24518,1
24522,1
24523,1
24530,1
24534,1
24538,1
24539,1
24546,1
24550,1
24554,1
24555,1
24562,1
24570,1
24571,1
24578,1
24582,1
24586,1
24590,1
24602,1
24606,1
24610,1
24614,1
24618,1
24626,1
24642,1
24646,1
24650,1
24654,1
24658,1
24662,1
24666,1
24670,1
24674,1
24678,1
24682,1
24686,1
24706,1
24710,1
24714,1
24718,1
24722,1
24726,1
24730,1
24734,1
24738,1
24742,1
24750,1
24770,1
24774,1
24778,1
24782,1
24786,1
24790,1
24794,1
24798,1
24802,1
24806,1
24814,1
24834,1
24838,1
24842,1
24846,1
24850,1
24854,1
24858,1
24862,1
24866,1
24870,1
24874,1
24878,1
24898,1
24902,1
24906,1
24910,1
24914,1
24918,1
24922,1
24926,1
24930,1
24934,1
24938,1
24942,1
24962,1
24966,1
24970,1
24974,1
24978,1
24982,1
24986,1
24990,1
24994,1
24998,1
25002,1
25006,1
25026,1
25030,1
25034,1
25038,1
25042,1
25046,1
25050,1
25054,1
25062,1
25066,1
25070,1
25090,1
25094,1
25102,1
25106,1
25110,1
25114,1
25118,1
25122,1
25130,1
25134,1
25154,1
25158,1
25166,1
25170,1
25174,1
25178,1
25182,1
25186,1
25194,1
25198,1
25210,1
25214,1
25218,1
25222,1
25230,1
25234,1
25238,1
25242,1
25246,1
25250,1
25254,1
25258,1
25278,1
25282,1
25286,1
25294,1
25298,1
25302,1
25306,1
25310,1
25314,1
25318,1
25322,1
25342,1
25346,1
25350,1
25354,1
25358,1
25362,1
25366,1
25370,1
25374,1
25382,1
25386,1
25390,1
25394,1
25402,1
25406,1
25410,1
25414,1
25418,1
25422,1
25426,1
25430,1
25434,1
25438,1
25442,1
25450,1
25454,1
25462,1
25466,1
25470,1
25474,1
25478,1
25482,1
25486,1
25490,1
25494,1
25498,1
25502,1
25510,1
25518,1
25530,1
25534,1
25538,1
25542,1
25546,1
25550,1
25554,1
25558,1
25562,1
25566,1
25570,1
25574,1
25578,1
25582,1
25602,1
25606,1
25614,1
25618,1
25630,1
25634,1
25638,1
25642,1
25662,1
25666,1
25678,1
25682,1
25690,1
25694,1
25698,1
25702,1
25706,1
25714,1
25718,1
25730,1
25734,1
25742,1
25746,1
25754,1
25758,1
25762,1
25766,1
25770,1
25774,1
25778,1
25790,1
25794,1
25798,1
25806,1
25810,1
25822,1
25826,1
25830,1
25834,1
25838,1
25858,1
25862,1
25866,1
25867,1
25874,1
25878,1
25882,1
25883,1
25890,1
25894,1
25898,1
25899,1
25910,1
25915,1
25926,1
25930,1
25931,1
25942,1
25946,1
25947,1
25958,1
25962,1
25963,1
25978,1
25979,1
25986,1
25990,1
25994,1
25995,1
26002,1
26006,1
26010,1
26011,1
26018,1
26022,1
26026,1
26027,1
26034,1
26038,1
26042,1
26043,1
26050,1
26058,1
26059,1
26074,1
26075,1
26082,1
26086,1
26090,1
26091,1
26098,1
26106,1
26107,1
26146,1
26150,1
26214,1
26218,1
26338,1
26414,1
26542,1
26658,1
26702,1
26722,1
26786,1
26862,1
26914,1
26918,1
26922,1
26978,1
27042,1
27046,1
27106,1
27170,1
27403,1
27419,1
27434,1
27435,1
27467,1
27483,1
27498,1
27499,1
27531,1
27547,1
27562,1
27563,1
27595,1
27611,1
27626,1
27627,1
27682,1
27690,1
27694,1
27702,1
27746,1
27754,1
27758,1
27770,1
27778,1
27810,1
27814,1
27818,1
27826,1
27830,1
27834,1
27842,1
27846,1
27850,1
27858,1
27862,1
27866,1
27874,1
27878,1
